temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,pressure_msl_mean,month,precipitation
27.9926419015578,58.88638058425374,15.468227349436239,1010.4721688668046,10,7.973158901236676
37.21142890255866,76.0112454741612,14.879151962879993,1013.3236721354016,5,13.541127532397187
33.71190306898248,91.9014001220676,41.250183220841464,1000.7607616722274,5,24.41302165736042
31.578535747152586,85.14679454765894,14.981847993980244,1009.3721042909609,11,20.486861012153266
24.496298247078983,88.71493509734958,15.87798904514524,1008.1501576123062,7,294.433552305404
24.495912325379244,81.62160160211442,35.37593049671855,1014.1550986661302,4,19.400301335600354
22.929337794691193,83.22927509685692,22.9895936980216,1015.840002391069,4,13.419760199715611
35.85881833239896,90.76139127513532,36.06842227820725,995.2796057439799,9,443.2371797351264
31.61784018789134,61.98406442524092,7.61464630257541,1010.5024581383523,6,198.67485863045198
33.329161244736724,73.49239825487075,24.502847746935373,996.1922233797537,4,17.20273650153183
22.32935190873284,60.61805320734091,6.344544007331305,1007.6237492967792,2,13.288262072123443
37.51855763459191,97.40806438383905,7.506128138214181,1001.6155527680046,6,393.2157539598172
35.31908225280675,95.31484830495744,41.25749813377644,1002.0558617890092,2,14.889717314815208
25.39742577085242,51.89248694568828,10.569814844703807,1003.1180455794042,5,18.19839758949322
24.90919947531361,83.86760828075305,26.296827291008682,1009.289726328141,6,278.7697999101109
24.93447215765494,94.41191923595196,21.443824104028263,1002.6831492103817,4,17.647694432417687
26.867875887352604,58.66761656611201,18.893733050353706,1011.8520781635765,3,4.962645001071569
30.396102906115807,77.26137106652621,40.9933338274909,1004.304129868199,7,306.1236684858127
28.91112029827385,93.943438284226,5.87293587101958,996.572123607129,2,25.00715144613025
26.659666243168672,51.629406972118346,31.551587447023564,1013.0264763771345,11,6.923964239681572
31.789646315558073,83.47617282784832,43.535777368542014,1001.5724414656322,6,353.4180593649832
24.23190177043267,64.27275235388244,27.40672733847368,1004.953638230783,4,16.21884592653098
26.67431437656349,94.37101737807346,42.472898481323675,1010.7652093141037,6,280.8628061668888
27.861789492699067,96.61079576793765,7.090315171440951,1002.6464916144204,4,15.403354217701478
29.297119747472575,95.32479147744482,21.751732762966455,996.3014700913744,4,11.659695876950792
34.56281538228822,72.76228239955826,15.406311638482046,1003.6001840812947,4,21.994580877419835
25.194780514533754,91.37804724748705,34.23283859922919,1016.722317401969,9,216.8503346753764
30.227751014617787,90.53837112968338,44.25188361988987,1009.7598911378668,7,292.7678378728377
31.47863310179268,65.31682271567627,15.261202497769911,1010.4440204193457,3,6.2955894038437945
22.743206603519965,89.78794275923252,31.166984058962978,1009.5424895336657,3,16.562613818943575
31.720717630423014,51.776366466343646,12.923905310389605,999.576819196067,6,286.9913570776412
24.728385978996663,78.62095416713855,27.613210182864396,1004.6216788743525,6,305.30213101313683
23.040825487764472,61.04042418980975,23.557299467533447,1012.2716153623563,4,2.4363596606218003
37.18216859605333,55.78721051730938,43.88021318526148,997.3315766437227,9,329.45199137005415
37.45011252919295,53.69375367820204,29.341090907858664,1001.3906138500633,4,22.553048984824574
34.93435756986338,83.42186124215071,18.980254883472753,1001.3553394947146,9,353.9404854248919
26.87382030677393,66.31399826086718,9.563831395517335,1004.9364353346737,4,17.99951674678259
23.562753824102142,84.78880503338056,11.049873149397381,1017.5484810416702,2,8.413166798554279
32.94772842419451,53.137104358349234,14.012677198049403,996.5525585737279,2,13.393383537975415
29.04243989983362,65.1339362158693,15.03866645361192,1006.9301228707537,5,23.199663596871915
23.95261175751646,75.89558203401619,39.024642313645515,999.1253876862809,4,12.19121610664506
29.922830561780323,87.95471191227026,27.448911531300997,1017.3255605444241,7,199.4272891530482
22.550216337843494,65.30012014073935,25.935636454974656,997.6059806087317,11,20.106049993490466
36.54912643326051,80.04278606897644,9.590754874768699,1004.2828230543166,5,26.29333483188269
26.14047970560027,92.52693191533697,39.4055877339774,1011.971354651196,6,274.35912879656615
32.600356549663715,79.56143303275061,33.91257212833935,1011.2047518446312,10,5.445729305624768
26.987377217430577,61.18205478817442,7.706734476000063,1004.7227586485604,4,14.741722371800732
30.321088338844973,51.17123751471382,33.313403889190745,1002.9700558629125,12,14.310665476428483
30.747364469492474,91.76474594724463,26.741528693705842,1004.145084706716,2,18.853616851032314
24.957671288408434,51.02093172081858,8.269013829871131,1001.0783540526487,10,18.415382181393255
37.51335404423294,91.98568028884156,23.332025661146258,999.7226575902564,9,389.9264654722843
34.40212517377783,75.38898243330618,24.387851485201878,1006.1099130438545,10,14.15310980033295
37.03198306502703,95.07524952861903,11.63098160653103,1001.1762763895549,7,392.7538903308721
36.31723760684238,88.34159531713594,42.82792588001129,1001.6116182926368,4,24.3655627009629
31.56639966097736,97.90083730560019,38.99901485922648,1010.1053894599148,3,18.147997660493125
36.74998776036987,66.83416714168209,31.760893493164332,1017.2763586290976,10,6.685690563709105
23.415880032830714,86.8250378686941,23.491822440024286,1008.8836556128656,3,15.762106323139335
25.135725798706325,69.29268385324363,21.470621663380342,996.7705277424942,9,368.13100910477914
22.72363662256861,73.03402977458762,31.038938686038165,996.7384231186436,5,21.611894813375166
27.20528529221223,80.12026223448177,26.817274776276218,1016.882734079448,3,5.280363782645625
28.218836635031714,91.93650148094426,7.490924235275425,1001.8376881770687,5,15.239739410985356
26.341584508382333,97.23600652156617,25.500105950813268,997.1175406798969,2,17.63904952833188
35.25980014643087,86.87712386549687,37.25614468931358,1008.7780255044588,11,23.711428608250984
27.70805322709743,70.05280554403203,23.36959510387832,1009.3439219006762,4,17.43940492470166
26.494952154998092,70.22513610929937,7.0782631021707365,1009.9156108627299,10,12.554215843947247
30.683137330531977,85.4039504762668,36.451127975361324,1001.1502466407235,2,18.50552166594818
24.254787599596202,61.461302996878516,13.054551285438976,995.347545736933,2,17.555630997504007
34.835151692064635,55.30275743030694,15.344833395521551,1017.1953534974529,12,11.797414628288447
23.19281029887633,67.02186356675728,11.588254137291836,1000.7705400508953,8,325.5927149933934
37.79019098560828,63.78747159939592,18.2086025948599,1010.5486046252086,1,8.649868061140522
34.355916308746515,64.22278978188753,35.2700602275454,1011.2524870072103,7,203.8647754168551
25.17945090454676,61.21317205039568,25.775434380157492,1009.0301705928282,5,12.316069749160835
22.08835387397764,52.02047310254537,13.195250966028503,1002.1968700669139,11,13.743009006706586
35.04738285527735,50.85794886720386,40.113203126081636,1001.2352138365735,8,273.45358295829857
33.30971750156188,97.41067470732952,40.18327419806117,1008.7463705021622,1,18.087057048161505
33.6641146886558,70.53311041932139,39.82313700184028,1014.9201995730689,11,11.615000119523271
34.34032554697513,68.44767906366472,14.55184845526157,1016.7748757652381,7,153.25867550781834
23.184714427745448,82.62306956926736,23.049573767239522,997.4358335012864,5,14.430194197013664
27.735451656708364,60.476186617523084,44.39958624563501,998.5610580897476,4,19.78161074853546
23.853904952402075,95.59813682961081,35.880499052399614,1016.7289339520108,7,225.7075165045954
35.8096548140095,87.7445606919465,6.086696849022393,1011.9403102517002,10,7.569177858963201
31.972770029240927,54.29172811098846,7.608183650419682,1015.3088579710848,2,4.715676312863485
27.294368397642387,70.04387723767655,23.557255072493312,999.6605505851129,12,16.583745658775783
23.01693360457638,92.19767876298391,41.368808234462406,1008.5144750355163,1,22.592356276419313
26.975717147450595,95.3471370699877,26.54807191810857,1011.1262106716019,1,11.060867447726714
27.202933152427953,72.43527253999375,24.91250032137161,1010.6425733652803,11,9.054862391984532
33.67369885340902,79.44374668211397,9.218947998265223,1004.387488889934,12,19.05544743791787
32.20091954168341,58.01762941241961,31.271204188971762,995.3540825089001,1,13.241402343875848
36.195403881221225,97.57609405457487,37.88412642400902,1008.4072993064981,12,15.072761673671458
29.55543880259119,61.120241666405285,20.216800300302495,1000.821335401131,5,8.764053749280123
23.913507935012827,95.25112515848603,36.0244740370131,1005.3558476612865,10,24.426728728612865
